时间(s),输入值(V),X_filt,Y_filt,幅值(V),相位(deg),还原信号(V),参考余弦,参考正弦
1.0565,0.5417,-0.0595,0.6470,1.2995,95.26,-1.1725,0.5350,-0.8449
1.0566,0.5608,-0.0595,0.6470,1.2995,95.26,-1.1543,0.5607,-0.8280
1.0567,0.5810,-0.0595,0.6470,1.2995,95.26,-1.1349,0.5908,-0.8068
1.0568,0.6024,-0.0595,0.6470,1.2995,95.26,-1.1145,0.6152,-0.7883
1.0569,0.6248,-0.0595,0.6470,1.2995,95.26,-1.0930,0.6391,-0.7691
1.0570,0.6483,-0.0595,0.6470,1.2995,95.26,-1.0703,0.6624,-0.7491
1.0571,0.6728,-0.0595,0.6470,1.2995,95.26,-1.0466,0.6851,-0.7285
1.0572,0.6983,-0.0595,0.6470,1.2995,95.26,-1.0220,0.7071,-0.7071
1.0573,0.7248,-0.0595,0.6470,1.2995,95.26,-0.9962,0.7285,-0.6851
1.0574,0.7523,-0.0595,0.6470,1.2995,95.26,-0.9695,0.7491,-0.6624
1.0575,0.7808,-0.0595,0.6470,1.2995,95.26,-0.9418,0.7730,-0.6344
1.0576,0.8101,-0.0595,0.6470,1.2995,95.26,-0.9132,0.7921,-0.6104
1.0577,0.8403,-0.0595,0.6470,1.2995,95.25,-0.8837,0.8105,-0.5858
1.0578,0.8714,-0.0595,0.6470,1.2996,95.25,-0.8534,0.8280,-0.5607
1.0579,0.9032,-0.0595,0.6471,1.2996,95.25,-0.8222,0.8449,-0.5350
1.0580,0.9359,-0.0595,0.6471,1.2996,95.25,-0.7902,0.8609,-0.5088
1.0581,0.9693,-0.0595,0.6471,1.2996,95.25,-0.7574,0.8761,-0.4822
1.0582,1.0034,-0.0595,0.6471,1.2996,95.25,-0.7238,0.8904,-0.4551
1.0583,1.0383,-0.0595,0.6471,1.2996,95.25,-0.6895,0.9040,-0.4276
1.0584,1.0737,-0.0595,0.6471,1.2996,95.25,-0.6546,0.9191,-0.3940
1.0585,1.1098,-0.0595,0.6471,1.2996,95.25,-0.6190,0.9308,-0.3656
1.0586,1.1465,-0.0595,0.6471,1.2996,95.25,-0.5828,0.9415,-0.3369
1.0587,1.1837,-0.0595,0.6471,1.2997,95.25,-0.5460,0.9514,-0.3078
1.0588,1.2214,-0.0595,0.6471,1.2997,95.25,-0.5087,0.9604,-0.2785
1.0589,1.2596,-0.0595,0.6471,1.2997,95.25,-0.4708,0.9685,-0.2489
1.0590,1.2983,-0.0595,0.6471,1.2997,95.25,-0.4325,0.9757,-0.2191
1.0591,1.3373,-0.0595,0.6471,1.2997,95.25,-0.3938,0.9820,-0.1891
1.0592,1.3767,-0.0595,0.6471,1.2997,95.25,-0.3547,0.9883,-0.1528
1.0593,1.4164,-0.0595,0.6471,1.2997,95.25,-0.3153,0.9925,-0.1224
1.0594,1.4564,-0.0595,0.6472,1.2998,95.25,-0.2755,0.9958,-0.0919
1.0595,1.4966,-0.0595,0.6472,1.2998,95.25,-0.2355,0.9981,-0.0613
1.0596,1.5370,-0.0595,0.6472,1.2998,95.25,-0.1952,0.9995,-0.0307
1.0597,1.5777,-0.0595,0.6472,1.2998,95.25,-0.1547,1.0000,0.0000
1.0598,1.6184,-0.0595,0.6472,1.2998,95.25,-0.1141,0.9995,0.0307
1.0599,1.6592,-0.0595,0.6472,1.2999,95.25,-0.0734,0.9981,0.0613
1.0600,1.7000,-0.0595,0.6472,1.2999,95.25,-0.0326,0.9952,0.0980
1.0601,1.7408,-0.0595,0.6472,1.2999,95.25,0.0083,0.9917,0.1285
1.0602,1.7816,-0.0595,0.6472,1.2999,95.25,0.0491,0.9873,0.1589
1.0603,1.8223,-0.0595,0.6472,1.2999,95.25,0.0899,0.9820,0.1891
1.0604,1.8629,-0.0595,0.6473,1.3000,95.25,0.1306,0.9757,0.2191
1.0605,1.9034,-0.0595,0.6473,1.3000,95.25,0.1712,0.9685,0.2489
1.0606,1.9436,-0.0595,0.6473,1.3000,95.25,0.2116,0.9604,0.2785
1.0607,1.9836,-0.0595,0.6473,1.3000,95.25,0.2518,0.9514,0.3078
1.0608,2.0233,-0.0595,0.6473,1.3001,95.25,0.2917,0.9395,0.3427
1.0609,2.0627,-0.0595,0.6473,1.3001,95.25,0.3314,0.9285,0.3713
1.0610,2.1017,-0.0595,0.6473,1.3001,95.25,0.3707,0.9167,0.3996
1.0611,2.1404,-0.0595,0.6474,1.3002,95.25,0.4097,0.9040,0.4276
1.0612,2.1786,-0.0595,0.6474,1.3002,95.25,0.4483,0.8904,0.4551
1.0613,2.2163,-0.0595,0.6474,1.3002,95.25,0.4864,0.8761,0.4822
1.0614,2.2535,-0.0595,0.6474,1.3002,95.25,0.5240,0.8609,0.5088
1.0615,2.2902,-0.0595,0.6474,1.3003,95.25,0.5611,0.8449,0.5350
1.0616,2.3263,-0.0595,0.6474,1.3003,95.26,0.5977,0.8280,0.5607
1.0617,2.3617,-0.0596,0.6474,1.3003,95.26,0.6337,0.8068,0.5908
1.0618,2.3966,-0.0596,0.6474,1.3003,95.26,0.6691,0.7883,0.6152
1.0619,2.4307,-0.0596,0.6474,1.3004,95.26,0.7038,0.7691,0.6391
1.0620,2.4641,-0.0596,0.6475,1.3004,95.26,0.7378,0.7491,0.6624
1.0621,2.4968,-0.0596,0.6475,1.3004,95.26,0.7711,0.7285,0.6851
1.0622,2.5286,-0.0596,0.6475,1.3004,95.26,0.8035,0.7071,0.7071
1.0623,2.5597,-0.0596,0.6475,1.3005,95.26,0.8353,0.6851,0.7285
1.0624,2.5899,-0.0596,0.6475,1.3005,95.26,0.8662,0.6624,0.7491
1.0625,2.6192,-0.0596,0.6475,1.3005,95.26,0.8962,0.6344,0.7730
1.0626,2.6477,-0.0597,0.6475,1.3005,95.26,0.9254,0.6104,0.7921
1.0627,2.6751,-0.0597,0.6475,1.3005,95.26,0.9536,0.5858,0.8105
1.0628,2.7017,-0.0597,0.6475,1.3006,95.27,0.9810,0.5607,0.8280
1.0629,2.7272,-0.0597,0.6475,1.3006,95.27,1.0073,0.5350,0.8449
1.0630,2.7517,-0.0597,0.6476,1.3006,95.27,1.0326,0.5088,0.8609
1.0631,2.7752,-0.0597,0.6476,1.3006,95.27,1.0570,0.4822,0.8761
1.0632,2.7976,-0.0597,0.6476,1.3006,95.27,1.0803,0.4551,0.8904
1.0633,2.8190,-0.0598,0.6476,1.3007,95.27,1.1025,0.4220,0.9066
1.0634,2.8392,-0.0598,0.6476,1.3007,95.27,1.1236,0.3940,0.9191
1.0635,2.8583,-0.0598,0.6476,1.3007,95.28,1.1437,0.3656,0.9308
1.0636,2.8763,-0.0598,0.6476,1.3007,95.28,1.1625,0.3369,0.9415
1.0637,2.8931,-0.0598,0.6476,1.3007,95.28,1.1803,0.3078,0.9514
1.0638,2.9087,-0.0599,0.6476,1.3008,95.28,1.1969,0.2785,0.9604
1.0639,2.9231,-0.0599,0.6476,1.3008,95.28,1.2123,0.2489,0.9685
1.0640,2.9364,-0.0599,0.6476,1.3008,95.28,1.2265,0.2191,0.9757
1.0641,2.9484,-0.0599,0.6476,1.3008,95.29,1.2395,0.1891,0.9820
1.0642,2.9592,-0.0599,0.6476,1.3008,95.29,1.2513,0.1528,0.9883
1.0643,2.9687,-0.0599,0.6476,1.3008,95.29,1.2618,0.1224,0.9925
1.0644,2.9770,-0.0600,0.6476,1.3008,95.29,1.2711,0.0919,0.9958
1.0645,2.9840,-0.0600,0.6476,1.3008,95.29,1.2792,0.0613,0.9981
1.0646,2.9897,-0.0600,0.6476,1.3008,95.29,1.2860,0.0307,0.9995
1.0647,2.9942,-0.0600,0.6476,1.3008,95.29,1.2915,-0.0000,1.0000
1.0648,2.9974,-0.0600,0.6476,1.3008,95.30,1.2958,-0.0307,0.9995
1.0649,2.9994,-0.0601,0.6476,1.3008,95.30,1.2987,-0.0613,0.9981
1.0650,3.0000,-0.0601,0.6476,1.3008,95.30,1.3004,-0.0980,0.9952
1.0651,2.9994,-0.0601,0.6476,1.3008,95.30,1.3008,-0.1285,0.9917
1.0652,2.9974,-0.0601,0.6476,1.3008,95.30,1.2999,-0.1589,0.9873
1.0653,2.9942,-0.0601,0.6476,1.3008,95.30,1.2978,-0.1891,0.9820
1.0654,2.9897,-0.0601,0.6476,1.3008,95.31,1.2943,-0.2191,0.9757
1.0655,2.9840,-0.0602,0.6476,1.3008,95.31,1.2896,-0.2489,0.9685
1.0656,2.9770,-0.0602,0.6476,1.3008,95.31,1.2836,-0.2785,0.9604
1.0657,2.9687,-0.0602,0.6476,1.3008,95.31,1.2763,-0.3078,0.9514
1.0658,2.9592,-0.0602,0.6476,1.3008,95.31,1.2678,-0.3427,0.9395
1.0659,2.9484,-0.0602,0.6476,1.3008,95.31,1.2581,-0.3713,0.9285
1.0660,2.9364,-0.0602,0.6476,1.3008,95.32,1.2471,-0.3996,0.9167
1.0661,2.9231,-0.0603,0.6476,1.3008,95.32,1.2348,-0.4276,0.9040
1.0662,2.9087,-0.0603,0.6476,1.3007,95.32,1.2214,-0.4551,0.8904
1.0663,2.8931,-0.0603,0.6476,1.3007,95.32,1.2067,-0.4822,0.8761
1.0664,2.8763,-0.0603,0.6476,1.3007,95.32,1.1908,-0.5088,0.8609
1.0665,2.8583,-0.0603,0.6475,1.3007,95.32,1.1738,-0.5350,0.8449
1.0666,2.8392,-0.0604,0.6475,1.3007,95.33,1.1556,-0.5657,0.8246
1.0667,2.8190,-0.0604,0.6475,1.3006,95.33,1.1363,-0.5908,0.8068
1.0668,2.7976,-0.0604,0.6475,1.3006,95.33,1.1159,-0.6152,0.7883
1.0669,2.7752,-0.0604,0.6475,1.3006,95.33,1.0943,-0.6391,0.7691
1.0670,2.7517,-0.0604,0.6475,1.3006,95.33,1.0717,-0.6624,0.7491
1.0671,2.7272,-0.0604,0.6475,1.3006,95.33,1.0480,-0.6851,0.7285
1.0672,2.7017,-0.0604,0.6475,1.3005,95.33,1.0233,-0.7071,0.7071
1.0673,2.6751,-0.0604,0.6474,1.3005,95.33,0.9976,-0.7285,0.6851
1.0674,2.6477,-0.0605,0.6474,1.3005,95.33,0.9709,-0.7491,0.6624
1.0675,2.6192,-0.0605,0.6474,1.3005,95.34,0.9432,-0.7730,0.6344
1.0676,2.5899,-0.0605,0.6474,1.3005,95.34,0.9146,-0.7921,0.6104
1.0677,2.5597,-0.0605,0.6474,1.3004,95.34,0.8851,-0.8105,0.5858
1.0678,2.5286,-0.0605,0.6474,1.3004,95.34,0.8547,-0.8280,0.5607
1.0679,2.4968,-0.0605,0.6474,1.3004,95.34,0.8236,-0.8449,0.5350
1.0680,2.4641,-0.0605,0.6474,1.3004,95.34,0.7916,-0.8609,0.5088
1.0681,2.4307,-0.0605,0.6473,1.3003,95.34,0.7587,-0.8761,0.4822
1.0682,2.3966,-0.0605,0.6473,1.3003,95.34,0.7252,-0.8904,0.4551
1.0683,2.3617,-0.0605,0.6473,1.3003,95.34,0.6909,-0.9066,0.4220
1.0684,2.3263,-0.0605,0.6473,1.3003,95.34,0.6560,-0.9191,0.3940
1.0685,2.2902,-0.0605,0.6473,1.3002,95.34,0.6203,-0.9308,0.3656
1.0686,2.2535,-0.0605,0.6473,1.3002,95.34,0.5841,-0.9415,0.3369
1.0687,2.2163,-0.0605,0.6473,1.3002,95.34,0.5474,-0.9514,0.3078
1.0688,2.1786,-0.0606,0.6473,1.3002,95.34,0.5101,-0.9604,0.2785
1.0689,2.1404,-0.0606,0.6472,1.3001,95.34,0.4722,-0.9685,0.2489
1.0690,2.1017,-0.0606,0.6472,1.3001,95.35,0.4339,-0.9757,0.2191
1.0691,2.0627,-0.0606,0.6472,1.3001,95.35,0.3952,-0.9831,0.1830
1.0692,2.0233,-0.0606,0.6472,1.3001,95.35,0.3561,-0.9883,0.1528
1.0693,1.9836,-0.0606,0.6472,1.3000,95.35,0.3166,-0.9925,0.1224
1.0694,1.9436,-0.0606,0.6472,1.3000,95.35,0.2769,-0.9958,0.0919
1.0695,1.9034,-0.0606,0.6472,1.3000,95.35,0.2369,-0.9981,0.0613
1.0696,1.8629,-0.0606,0.6472,1.3000,95.35,0.1966,-0.9995,0.0307
1.0697,1.8223,-0.0606,0.6471,1.2999,95.35,0.1561,-1.0000,-0.0000
1.0698,1.7816,-0.0606,0.6471,1.2999,95.35,0.1154,-0.9995,-0.0307
1.0699,1.7408,-0.0606,0.6471,1.2999,95.35,0.0747,-0.9977,-0.0674
1.0700,1.7000,-0.0606,0.6471,1.2999,95.35,0.0339,-0.9952,-0.0980
1.0701,1.6592,-0.0606,0.6471,1.2998,95.35,-0.0069,-0.9917,-0.1285
1.0702,1.6184,-0.0606,0.6471,1.2998,95.35,-0.0478,-0.9873,-0.1589
1.0703,1.5777,-0.0606,0.6471,1.2998,95.35,-0.0885,-0.9820,-0.1891
1.0704,1.5371,-0.0606,0.6471,1.2998,95.35,-0.1292,-0.9757,-0.2191
1.0705,1.4966,-0.0606,0.6471,1.2998,95.35,-0.1698,-0.9685,-0.2489
1.0706,1.4564,-0.0606,0.6470,1.2997,95.35,-0.2102,-0.9604,-0.2785
1.0707,1.4164,-0.0605,0.6470,1.2997,95.35,-0.2504,-0.9514,-0.3078
1.0708,1.3767,-0.0605,0.6470,1.2997,95.35,-0.2903,-0.9395,-0.3427
1.0709,1.3373,-0.0605,0.6470,1.2997,95.35,-0.3300,-0.9285,-0.3713
1.0710,1.2983,-0.0605,0.6470,1.2997,95.35,-0.3693,-0.9167,-0.3996
1.0711,1.2596,-0.0605,0.6470,1.2997,95.35,-0.4083,-0.9040,-0.4276
1.0712,1.2214,-0.0605,0.6470,1.2997,95.35,-0.4469,-0.8904,-0.4551
1.0713,1.1837,-0.0605,0.6470,1.2996,95.34,-0.4850,-0.8761,-0.4822
1.0714,1.1465,-0.0605,0.6470,1.2996,95.34,-0.5226,-0.8609,-0.5088
1.0715,1.1098,-0.0605,0.6470,1.2996,95.34,-0.5597,-0.8449,-0.5350
1.0716,1.0738,-0.0605,0.6470,1.2996,95.34,-0.5963,-0.8246,-0.5657
1.0717,1.0383,-0.0605,0.6470,1.2996,95.34,-0.6323,-0.8068,-0.5908
1.0718,1.0034,-0.0605,0.6470,1.2996,95.34,-0.6677,-0.7883,-0.6152
1.0719,0.9693,-0.0605,0.6470,1.2996,95.34,-0.7024,-0.7691,-0.6391
1.0720,0.9359,-0.0605,0.6470,1.2996,95.34,-0.7364,-0.7491,-0.6624
1.0721,0.9032,-0.0605,0.6470,1.2996,95.34,-0.7697,-0.7285,-0.6851
1.0722,0.8714,-0.0605,0.6470,1.2995,95.34,-0.8022,-0.7071,-0.7071
1.0723,0.8403,-0.0605,0.6469,1.2995,95.34,-0.8339,-0.6851,-0.7285
1.0724,0.8101,-0.0605,0.6469,1.2995,95.34,-0.8648,-0.6578,-0.7532
1.0725,0.7808,-0.0605,0.6469,1.2995,95.34,-0.8949,-0.6344,-0.7730
1.0726,0.7523,-0.0605,0.6469,1.2995,95.34,-0.9240,-0.6104,-0.7921
1.0727,0.7248,-0.0605,0.6469,1.2995,95.34,-0.9523,-0.5858,-0.8105
1.0728,0.6983,-0.0605,0.6469,1.2995,95.34,-0.9796,-0.5607,-0.8280
1.0729,0.6728,-0.0605,0.6469,1.2995,95.34,-1.0059,-0.5350,-0.8449
1.0730,0.6483,-0.0605,0.6469,1.2995,95.34,-1.0312,-0.5088,-0.8609
1.0731,0.6248,-0.0605,0.6469,1.2995,95.34,-1.0556,-0.4822,-0.8761
1.0732,0.6024,-0.0605,0.6469,1.2995,95.34,-1.0789,-0.4496,-0.8932
1.0733,0.5810,-0.0605,0.6469,1.2995,95.34,-1.1011,-0.4220,-0.9066
1.0734,0.5608,-0.0605,0.6469,1.2995,95.34,-1.1222,-0.3940,-0.9191
1.0735,0.5417,-0.0604,0.6469,1.2995,95.34,-1.1423,-0.3656,-0.9308
1.0736,0.5237,-0.0604,0.6469,1.2995,95.34,-1.1612,-0.3369,-0.9415
1.0737,0.5069,-0.0604,0.6469,1.2995,95.34,-1.1789,-0.3078,-0.9514
1.0738,0.4913,-0.0604,0.6469,1.2995,95.34,-1.1955,-0.2785,-0.9604
1.0739,0.4769,-0.0604,0.6469,1.2995,95.34,-1.2109,-0.2489,-0.9685
1.0740,0.4636,-0.0604,0.6469,1.2995,95.34,-1.2251,-0.2191,-0.9757
1.0741,0.4516,-0.0604,0.6469,1.2995,95.34,-1.2382,-0.1830,-0.9831
1.0742,0.4408,-0.0604,0.6469,1.2995,95.34,-1.2499,-0.1528,-0.9883
1.0743,0.4313,-0.0604,0.6469,1.2995,95.34,-1.2605,-0.1224,-0.9925
1.0744,0.4230,-0.0604,0.6469,1.2995,95.34,-1.2698,-0.0919,-0.9958
1.0745,0.4160,-0.0604,0.6469,1.2995,95.34,-1.2778,-0.0613,-0.9981
1.0746,0.4103,-0.0604,0.6469,1.2995,95.34,-1.2846,-0.0307,-0.9995
1.0747,0.4058,-0.0604,0.6469,1.2995,95.34,-1.2901,0.0000,-1.0000
1.0748,0.4026,-0.0604,0.6469,1.2995,95.34,-1.2944,0.0307,-0.9995
1.0749,0.4006,-0.0604,0.6469,1.2995,95.33,-1.2973,0.0674,-0.9977
1.0750,0.4000,-0.0604,0.6469,1.2995,95.33,-1.2990,0.0980,-0.9952
1.0751,0.4006,-0.0604,0.6469,1.2995,95.33,-1.2994,0.1285,-0.9917
1.0752,0.4026,-0.0604,0.6469,1.2995,95.33,-1.2986,0.1589,-0.9873
1.0753,0.4058,-0.0604,0.6469,1.2995,95.33,-1.2964,0.1891,-0.9820
1.0754,0.4102,-0.0604,0.6469,1.2995,95.33,-1.2930,0.2191,-0.9757
1.0755,0.4160,-0.0604,0.6469,1.2995,95.33,-1.2882,0.2489,-0.9685
1.0756,0.4230,-0.0604,0.6469,1.2995,95.33,-1.2822,0.2785,-0.9604
1.0757,0.4313,-0.0604,0.6469,1.2995,95.33,-1.2750,0.3137,-0.9495
1.0758,0.4408,-0.0604,0.6469,1.2995,95.33,-1.2665,0.3427,-0.9395
1.0759,0.4516,-0.0604,0.6469,1.2995,95.33,-1.2567,0.3713,-0.9285
1.0760,0.4636,-0.0604,0.6469,1.2995,95.33,-1.2457,0.3996,-0.9167
1.0761,0.4768,-0.0604,0.6469,1.2995,95.33,-1.2335,0.4276,-0.9040
1.0762,0.4913,-0.0604,0.6469,1.2995,95.33,-1.2200,0.4551,-0.8904
1.0763,0.5069,-0.0604,0.6469,1.2995,95.33,-1.2053,0.4822,-0.8761
1.0764,0.5237,-0.0604,0.6469,1.2995,95.33,-1.1895,0.5088,-0.8609
1.0765,0.5417,-0.0604,0.6469,1.2995,95.33,-1.1725,0.5402,-0.8416
1.0766,0.5608,-0.0604,0.6469,1.2995,95.33,-1.1543,0.5657,-0.8246
1.0767,0.5810,-0.0604,0.6469,1.2995,95.33,-1.1350,0.5908,-0.8068
1.0768,0.6024,-0.0604,0.6469,1.2995,95.33,-1.1145,0.6152,-0.7883
1.0769,0.6248,-0.0604,0.6469,1.2995,95.33,-1.0930,0.6391,-0.7691
1.0770,0.6483,-0.0604,0.6469,1.2995,95.33,-1.0703,0.6624,-0.7491
1.0771,0.6728,-0.0603,0.6469,1.2995,95.33,-1.0467,0.6851,-0.7285
1.0772,0.6983,-0.0603,0.6469,1.2995,95.33,-1.0219,0.7071,-0.7071
1.0773,0.7248,-0.0603,0.6470,1.2995,95.33,-0.9963,0.7285,-0.6851
1.0774,0.7523,-0.0603,0.6470,1.2995,95.33,-0.9695,0.7532,-0.6578
1.0775,0.7808,-0.0603,0.6470,1.2995,95.33,-0.9419,0.7730,-0.6344
1.0776,0.8101,-0.0603,0.6470,1.2995,95.33,-0.9133,0.7921,-0.6104
1.0777,0.8403,-0.0603,0.6470,1.2995,95.33,-0.8838,0.8105,-0.5858
1.0778,0.8713,-0.0603,0.6470,1.2996,95.33,-0.8534,0.8280,-0.5607
1.0779,0.9032,-0.0603,0.6470,1.2996,95.33,-0.8222,0.8449,-0.5350
1.0780,0.9359,-0.0603,0.6470,1.2996,95.33,-0.7902,0.8609,-0.5088
1.0781,0.9693,-0.0603,0.6470,1.2996,95.33,-0.7574,0.8761,-0.4822
1.0782,1.0034,-0.0603,0.6470,1.2996,95.33,-0.7238,0.8932,-0.4496
1.0783,1.0382,-0.0603,0.6470,1.2996,95.33,-0.6895,0.9066,-0.4220
1.0784,1.0737,-0.0603,0.6470,1.2996,95.33,-0.6546,0.9191,-0.3940
1.0785,1.1098,-0.0603,0.6470,1.2996,95.33,-0.6190,0.9308,-0.3656
1.0786,1.1465,-0.0603,0.6470,1.2996,95.32,-0.5828,0.9415,-0.3369
1.0787,1.1837,-0.0603,0.6470,1.2997,95.32,-0.5460,0.9514,-0.3078
1.0788,1.2214,-0.0603,0.6470,1.2997,95.32,-0.5087,0.9604,-0.2785
1.0789,1.2596,-0.0603,0.6470,1.2997,95.32,-0.4709,0.9685,-0.2489
1.0790,1.2983,-0.0603,0.6470,1.2997,95.32,-0.4326,0.9770,-0.2131
1.0791,1.3373,-0.0603,0.6471,1.2997,95.32,-0.3939,0.9831,-0.1830
1.0792,1.3767,-0.0603,0.6471,1.2997,95.32,-0.3547,0.9883,-0.1528
1.0793,1.4164,-0.0603,0.6471,1.2997,95.32,-0.3153,0.9925,-0.1224
1.0794,1.4564,-0.0603,0.6471,1.2998,95.32,-0.2755,0.9958,-0.0919
1.0795,1.4966,-0.0603,0.6471,1.2998,95.32,-0.2355,0.9981,-0.0613
1.0796,1.5371,-0.0603,0.6471,1.2998,95.32,-0.1952,0.9995,-0.0307
1.0797,1.5776,-0.0603,0.6471,1.2998,95.32,-0.1547,1.0000,0.0000
1.0798,1.6184,-0.0603,0.6471,1.2998,95.32,-0.1141,0.9995,0.0307
1.0799,1.6592,-0.0603,0.6471,1.2999,95.32,-0.0734,0.9977,0.0674
1.0800,1.7000,-0.0603,0.6471,1.2999,95.32,-0.0325,0.9952,0.0980
1.0801,1.7409,-0.0603,0.6471,1.2999,95.32,0.0083,0.9917,0.1285
1.0802,1.7816,-0.0603,0.6472,1.2999,95.32,0.0491,0.9873,0.1589
1.0803,1.8223,-0.0603,0.6472,1.2999,95.32,0.0899,0.9820,0.1891
1.0804,1.8629,-0.0603,0.6472,1.3000,95.32,0.1306,0.9757,0.2191
1.0805,1.9034,-0.0603,0.6472,1.3000,95.32,0.1712,0.9685,0.2489
1.0806,1.9436,-0.0603,0.6472,1.3000,95.32,0.2116,0.9604,0.2785
1.0807,1.9836,-0.0603,0.6472,1.3000,95.32,0.2518,0.9495,0.3137
1.0808,2.0233,-0.0603,0.6472,1.3001,95.32,0.2917,0.9395,0.3427
1.0809,2.0627,-0.0603,0.6472,1.3001,95.32,0.3313,0.9285,0.3713
1.0810,2.1017,-0.0603,0.6473,1.3001,95.32,0.3707,0.9167,0.3996
1.0811,2.1403,-0.0603,0.6473,1.3001,95.33,0.4096,0.9040,0.4276
1.0812,2.1786,-0.0603,0.6473,1.3002,95.33,0.4482,0.8904,0.4551
1.0813,2.2163,-0.0603,0.6473,1.3002,95.33,0.4863,0.8761,0.4822
1.0814,2.2535,-0.0604,0.6473,1.3002,95.33,0.5240,0.8609,0.5088
1.0815,2.2902,-0.0604,0.6473,1.3002,95.33,0.5611,0.8416,0.5402
1.0816,2.3263,-0.0604,0.6473,1.3003,95.33,0.5977,0.8246,0.5657
1.0817,2.3618,-0.0604,0.6473,1.3003,95.33,0.6337,0.8068,0.5908
1.0818,2.3966,-0.0604,0.6473,1.3003,95.33,0.6690,0.7883,0.6152
1.0819,2.4307,-0.0604,0.6474,1.3003,95.33,0.7037,0.7691,0.6391
1.0820,2.4641,-0.0604,0.6474,1.3004,95.33,0.7377,0.7491,0.6624
1.0821,2.4968,-0.0604,0.6474,1.3004,95.33,0.7710,0.7285,0.6851
1.0822,2.5287,-0.0604,0.6474,1.3004,95.33,0.8035,0.7071,0.7071
1.0823,2.5597,-0.0604,0.6474,1.3005,95.33,0.8352,0.6806,0.7327
1.0824,2.5899,-0.0605,0.6474,1.3005,95.34,0.8661,0.6578,0.7532
1.0825,2.6192,-0.0605,0.6474,1.3005,95.34,0.8962,0.6344,0.7730
1.0826,2.6477,-0.0605,0.6474,1.3005,95.34,0.9254,0.6104,0.7921
1.0827,2.6752,-0.0605,0.6475,1.3005,95.34,0.9536,0.5858,0.8105
1.0828,2.7017,-0.0605,0.6475,1.3006,95.34,0.9809,0.5607,0.8280
1.0829,2.7272,-0.0605,0.6475,1.3006,95.34,1.0073,0.5350,0.8449
1.0830,2.7517,-0.0605,0.6475,1.3006,95.34,1.0326,0.5088,0.8609
1.0831,2.7752,-0.0606,0.6475,1.3006,95.34,1.0570,0.4822,0.8761
1.0832,2.7976,-0.0606,0.6475,1.3006,95.34,1.0802,0.4496,0.8932
1.0833,2.8190,-0.0606,0.6475,1.3007,95.35,1.1025,0.4220,0.9066
1.0834,2.8392,-0.0606,0.6475,1.3007,95.35,1.1236,0.3940,0.9191
1.0835,2.8583,-0.0606,0.6475,1.3007,95.35,1.1436,0.3656,0.9308
1.0836,2.8763,-0.0606,0.6475,1.3007,95.35,1.1625,0.3369,0.9415
1.0837,2.8931,-0.0607,0.6475,1.3007,95.35,1.1803,0.3078,0.9514
1.0838,2.9087,-0.0607,0.6475,1.3007,95.35,1.1969,0.2785,0.9604
1.0839,2.9231,-0.0607,0.6475,1.3008,95.35,1.2123,0.2489,0.9685
1.0840,2.9364,-0.0607,0.6475,1.3008,95.36,1.2265,0.2131,0.9770
1.0841,2.9484,-0.0607,0.6475,1.3008,95.36,1.2395,0.1830,0.9831
1.0842,2.9592,-0.0607,0.6475,1.3008,95.36,1.2513,0.1528,0.9883
1.0843,2.9687,-0.0608,0.6476,1.3008,95.36,1.2618,0.1224,0.9925
1.0844,2.9770,-0.0608,0.6476,1.3008,95.36,1.2711,0.0919,0.9958
1.0845,2.9840,-0.0608,0.6476,1.3008,95.36,1.2792,0.0613,0.9981
1.0846,2.9897,-0.0608,0.6476,1.3008,95.37,1.2860,0.0307,0.9995
1.0847,2.9942,-0.0608,0.6476,1.3008,95.37,1.2915,-0.0000,1.0000
1.0848,2.9974,-0.0608,0.6476,1.3008,95.37,1.2957,-0.0368,0.9993
1.0849,2.9994,-0.0609,0.6476,1.3008,95.37,1.2987,-0.0674,0.9977
1.0850,3.0000,-0.0609,0.6476,1.3008,95.37,1.3004,-0.0980,0.9952
1.0851,2.9994,-0.0609,0.6475,1.3008,95.37,1.3008,-0.1285,0.9917
1.0852,2.9974,-0.0609,0.6475,1.3008,95.37,1.2999,-0.1589,0.9873
1.0853,2.9942,-0.0609,0.6475,1.3008,95.38,1.2977,-0.1891,0.9820
1.0854,2.9898,-0.0610,0.6475,1.3008,95.38,1.2943,-0.2191,0.9757
1.0855,2.9840,-0.0610,0.6475,1.3008,95.38,1.2896,-0.2489,0.9685
1.0856,2.9770,-0.0610,0.6475,1.3008,95.38,1.2836,-0.2844,0.9587
1.0857,2.9687,-0.0610,0.6475,1.3008,95.38,1.2763,-0.3137,0.9495
1.0858,2.9592,-0.0610,0.6475,1.3008,95.39,1.2678,-0.3427,0.9395
1.0859,2.9484,-0.0611,0.6475,1.3008,95.39,1.2581,-0.3713,0.9285
1.0860,2.9364,-0.0611,0.6475,1.3007,95.39,1.2471,-0.3996,0.9167
1.0861,2.9231,-0.0611,0.6475,1.3007,95.39,1.2348,-0.4276,0.9040
1.0862,2.9087,-0.0611,0.6475,1.3007,95.39,1.2214,-0.4551,0.8904
1.0863,2.8931,-0.0611,0.6475,1.3007,95.39,1.2067,-0.4822,0.8761
1.0864,2.8763,-0.0611,0.6475,1.3007,95.39,1.1908,-0.5088,0.8609
1.0865,2.8583,-0.0612,0.6475,1.3007,95.40,1.1738,-0.5402,0.8416
