时间(s),输入值(V),X_filt,Y_filt,幅值(V),相位(deg),还原信号(V),参考余弦,参考正弦
1.0866,2.8392,-0.0612,0.6474,1.3007,95.40,1.1557,-0.5657,0.8246
1.0867,2.8190,-0.0612,0.6474,1.3006,95.40,1.1363,-0.5908,0.8068
1.0868,2.7976,-0.0612,0.6474,1.3006,95.40,1.1159,-0.6152,0.7883
1.0869,2.7752,-0.0612,0.6474,1.3006,95.40,1.0943,-0.6391,0.7691
1.0870,2.7517,-0.0612,0.6474,1.3006,95.40,1.0717,-0.6624,0.7491
1.0871,2.7272,-0.0612,0.6474,1.3006,95.40,1.0480,-0.6851,0.7285
1.0872,2.7016,-0.0612,0.6474,1.3005,95.40,1.0233,-0.7071,0.7071
1.0873,2.6752,-0.0613,0.6474,1.3005,95.41,0.9976,-0.7327,0.6806
1.0874,2.6477,-0.0613,0.6474,1.3005,95.41,0.9709,-0.7532,0.6578
1.0875,2.6193,-0.0613,0.6473,1.3005,95.41,0.9432,-0.7730,0.6344
1.0876,2.5899,-0.0613,0.6473,1.3005,95.41,0.9146,-0.7921,0.6104
1.0877,2.5597,-0.0613,0.6473,1.3004,95.41,0.8851,-0.8105,0.5858
1.0878,2.5286,-0.0613,0.6473,1.3004,95.41,0.8548,-0.8280,0.5607
1.0879,2.4968,-0.0613,0.6473,1.3004,95.41,0.8236,-0.8449,0.5350
1.0880,2.4641,-0.0613,0.6473,1.3004,95.41,0.7915,-0.8609,0.5088
1.0881,2.4307,-0.0613,0.6473,1.3003,95.41,0.7587,-0.8790,0.4768
1.0882,2.3966,-0.0613,0.6473,1.3003,95.41,0.7252,-0.8932,0.4496
1.0883,2.3618,-0.0613,0.6472,1.3003,95.41,0.6909,-0.9066,0.4220
1.0884,2.3263,-0.0614,0.6472,1.3003,95.41,0.6560,-0.9191,0.3940
1.0885,2.2902,-0.0614,0.6472,1.3002,95.42,0.6203,-0.9308,0.3656
1.0886,2.2535,-0.0614,0.6472,1.3002,95.42,0.5841,-0.9415,0.3369
1.0887,2.2163,-0.0614,0.6472,1.3002,95.42,0.5473,-0.9514,0.3078
1.0888,2.1786,-0.0614,0.6472,1.3002,95.42,0.5101,-0.9604,0.2785
1.0889,2.1404,-0.0614,0.6471,1.3001,95.42,0.4723,-0.9700,0.2430
1.0890,2.1017,-0.0614,0.6471,1.3001,95.42,0.4339,-0.9770,0.2131
1.0891,2.0627,-0.0614,0.6471,1.3001,95.42,0.3952,-0.9831,0.1830
1.0892,2.0233,-0.0614,0.6471,1.3000,95.42,0.3561,-0.9883,0.1528
1.0893,1.9836,-0.0614,0.6471,1.3000,95.42,0.3166,-0.9925,0.1224
1.0894,1.9436,-0.0614,0.6471,1.3000,95.42,0.2769,-0.9958,0.0919
1.0895,1.9034,-0.0614,0.6471,1.3000,95.42,0.2369,-0.9981,0.0613
1.0896,1.8630,-0.0614,0.6471,1.2999,95.42,0.1966,-0.9995,0.0307
1.0897,1.8223,-0.0614,0.6471,1.2999,95.42,0.1561,-1.0000,-0.0000
1.0898,1.7816,-0.0614,0.6470,1.2999,95.42,0.1155,-0.9993,-0.0368
1.0899,1.7408,-0.0614,0.6470,1.2999,95.42,0.0747,-0.9977,-0.0674
1.0900,1.7000,-0.0614,0.6470,1.2999,95.42,0.0339,-0.9952,-0.0980
1.0901,1.6592,-0.0614,0.6470,1.2998,95.42,-0.0069,-0.9917,-0.1285
1.0902,1.6184,-0.0614,0.6470,1.2998,95.42,-0.0477,-0.9873,-0.1589
1.0903,1.5777,-0.0614,0.6470,1.2998,95.42,-0.0885,-0.9820,-0.1891
1.0904,1.5371,-0.0614,0.6470,1.2998,95.42,-0.1292,-0.9757,-0.2191
1.0905,1.4967,-0.0614,0.6470,1.2998,95.42,-0.1698,-0.9685,-0.2489
1.0906,1.4564,-0.0614,0.6470,1.2997,95.42,-0.2102,-0.9587,-0.2844
1.0907,1.4164,-0.0614,0.6470,1.2997,95.42,-0.2504,-0.9495,-0.3137
1.0908,1.3767,-0.0614,0.6469,1.2997,95.42,-0.2904,-0.9395,-0.3427
1.0909,1.3373,-0.0614,0.6469,1.2997,95.42,-0.3300,-0.9285,-0.3713
1.0910,1.2983,-0.0614,0.6469,1.2997,95.42,-0.3693,-0.9167,-0.3996
1.0911,1.2596,-0.0614,0.6469,1.2997,95.42,-0.4083,-0.9040,-0.4276
1.0912,1.2214,-0.0614,0.6469,1.2996,95.42,-0.4468,-0.8904,-0.4551
1.0913,1.1837,-0.0614,0.6469,1.2996,95.42,-0.4850,-0.8761,-0.4822
1.0914,1.1465,-0.0613,0.6469,1.2996,95.42,-0.5226,-0.8577,-0.5141
1.0915,1.1098,-0.0613,0.6469,1.2996,95.42,-0.5597,-0.8416,-0.5402
1.0916,1.0737,-0.0613,0.6469,1.2996,95.42,-0.5963,-0.8246,-0.5657
1.0917,1.0383,-0.0613,0.6469,1.2996,95.42,-0.6323,-0.8068,-0.5908
1.0918,1.0034,-0.0613,0.6469,1.2996,95.42,-0.6676,-0.7883,-0.6152
1.0919,0.9693,-0.0613,0.6469,1.2996,95.42,-0.7024,-0.7691,-0.6391
1.0920,0.9359,-0.0613,0.6469,1.2996,95.42,-0.7364,-0.7491,-0.6624
1.0921,0.9032,-0.0613,0.6469,1.2995,95.42,-0.7696,-0.7285,-0.6851
1.0922,0.8713,-0.0613,0.6469,1.2995,95.41,-0.8022,-0.7028,-0.7114
1.0923,0.8403,-0.0613,0.6469,1.2995,95.41,-0.8339,-0.6806,-0.7327
1.0924,0.8101,-0.0613,0.6469,1.2995,95.41,-0.8648,-0.6578,-0.7532
1.0925,0.7808,-0.0613,0.6469,1.2995,95.41,-0.8948,-0.6344,-0.7730
1.0926,0.7523,-0.0613,0.6469,1.2995,95.41,-0.9240,-0.6104,-0.7921
1.0927,0.7249,-0.0613,0.6469,1.2995,95.41,-0.9523,-0.5858,-0.8105
1.0928,0.6983,-0.0613,0.6468,1.2995,95.41,-0.9796,-0.5607,-0.8280
1.0929,0.6728,-0.0613,0.6468,1.2995,95.41,-1.0059,-0.5350,-0.8449
1.0930,0.6483,-0.0613,0.6468,1.2995,95.41,-1.0313,-0.5088,-0.8609
1.0931,0.6248,-0.0613,0.6468,1.2995,95.41,-1.0556,-0.4768,-0.8790
1.0932,0.6024,-0.0613,0.6468,1.2995,95.41,-1.0789,-0.4496,-0.8932
1.0933,0.5810,-0.0613,0.6468,1.2995,95.41,-1.1011,-0.4220,-0.9066
1.0934,0.5608,-0.0613,0.6468,1.2995,95.41,-1.1222,-0.3940,-0.9191
1.0935,0.5417,-0.0613,0.6468,1.2995,95.41,-1.1423,-0.3656,-0.9308
1.0936,0.5237,-0.0613,0.6468,1.2995,95.41,-1.1612,-0.3369,-0.9415
1.0937,0.5069,-0.0613,0.6468,1.2995,95.41,-1.1789,-0.3078,-0.9514
1.0938,0.4913,-0.0613,0.6468,1.2995,95.41,-1.1955,-0.2785,-0.9604
1.0939,0.4769,-0.0613,0.6468,1.2995,95.41,-1.2109,-0.2430,-0.9700
1.0940,0.4636,-0.0613,0.6468,1.2995,95.41,-1.2251,-0.2131,-0.9770
1.0941,0.4516,-0.0613,0.6468,1.2995,95.41,-1.2381,-0.1830,-0.9831
1.0942,0.4408,-0.0612,0.6468,1.2995,95.41,-1.2499,-0.1528,-0.9883
1.0943,0.4313,-0.0612,0.6468,1.2994,95.41,-1.2605,-0.1224,-0.9925
1.0944,0.4230,-0.0612,0.6468,1.2994,95.41,-1.2698,-0.0919,-0.9958
1.0945,0.4160,-0.0612,0.6468,1.2994,95.41,-1.2778,-0.0613,-0.9981
1.0946,0.4103,-0.0612,0.6468,1.2994,95.41,-1.2846,-0.0307,-0.9995
1.0947,0.4058,-0.0612,0.6468,1.2994,95.41,-1.2901,0.0061,-1.0000
1.0948,0.4026,-0.0612,0.6468,1.2994,95.41,-1.2944,0.0368,-0.9993
1.0949,0.4006,-0.0612,0.6468,1.2994,95.41,-1.2973,0.0674,-0.9977
1.0950,0.4000,-0.0612,0.6468,1.2994,95.41,-1.2990,0.0980,-0.9952
1.0951,0.4006,-0.0612,0.6468,1.2994,95.41,-1.2994,0.1285,-0.9917
1.0952,0.4026,-0.0612,0.6468,1.2994,95.41,-1.2985,0.1589,-0.9873
1.0953,0.4058,-0.0612,0.6468,1.2994,95.41,-1.2964,0.1891,-0.9820
1.0954,0.4103,-0.0612,0.6468,1.2994,95.41,-1.2929,0.2191,-0.9757
1.0955,0.4160,-0.0612,0.6468,1.2994,95.41,-1.2882,0.2549,-0.9670
1.0956,0.4230,-0.0612,0.6468,1.2995,95.41,-1.2822,0.2844,-0.9587
1.0957,0.4313,-0.0612,0.6468,1.2995,95.41,-1.2750,0.3137,-0.9495
1.0958,0.4408,-0.0612,0.6468,1.2995,95.41,-1.2665,0.3427,-0.9395
1.0959,0.4516,-0.0612,0.6468,1.2995,95.41,-1.2567,0.3713,-0.9285
1.0960,0.4636,-0.0612,0.6468,1.2995,95.40,-1.2457,0.3996,-0.9167
1.0961,0.4769,-0.0612,0.6468,1.2995,95.40,-1.2335,0.4276,-0.9040
1.0962,0.4913,-0.0612,0.6468,1.2995,95.40,-1.2200,0.4551,-0.8904
1.0963,0.5069,-0.0612,0.6468,1.2995,95.40,-1.2053,0.4822,-0.8761
1.0964,0.5237,-0.0612,0.6468,1.2995,95.40,-1.1895,0.5141,-0.8577
1.0965,0.5417,-0.0612,0.6468,1.2995,95.40,-1.1725,0.5402,-0.8416
1.0966,0.5608,-0.0612,0.6468,1.2995,95.40,-1.1543,0.5657,-0.8246
1.0967,0.5810,-0.0612,0.6469,1.2995,95.40,-1.1350,0.5908,-0.8068
1.0968,0.6024,-0.0612,0.6469,1.2995,95.40,-1.1145,0.6152,-0.7883
1.0969,0.6248,-0.0612,0.6469,1.2995,95.40,-1.0930,0.6391,-0.7691
1.0970,0.6483,-0.0612,0.6469,1.2995,95.40,-1.0703,0.6624,-0.7491
1.0971,0.6728,-0.0612,0.6469,1.2995,95.40,-1.0467,0.6851,-0.7285
1.0972,0.6983,-0.0612,0.6469,1.2995,95.40,-1.0219,0.7114,-0.7028
1.0973,0.7249,-0.0612,0.6469,1.2995,95.40,-0.9962,0.7327,-0.6806
1.0974,0.7523,-0.0612,0.6469,1.2995,95.40,-0.9695,0.7532,-0.6578
1.0975,0.7808,-0.0612,0.6469,1.2995,95.40,-0.9419,0.7730,-0.6344
1.0976,0.8101,-0.0612,0.6469,1.2995,95.40,-0.9133,0.7921,-0.6104
1.0977,0.8403,-0.0612,0.6469,1.2995,95.40,-0.8838,0.8105,-0.5858
1.0978,0.8714,-0.0611,0.6469,1.2995,95.40,-0.8534,0.8280,-0.5607
1.0979,0.9032,-0.0611,0.6469,1.2996,95.40,-0.8222,0.8449,-0.5350
1.0980,0.9359,-0.0611,0.6469,1.2996,95.40,-0.7902,0.8640,-0.5035
1.0981,0.9693,-0.0611,0.6469,1.2996,95.40,-0.7574,0.8790,-0.4768
1.0982,1.0034,-0.0611,0.6469,1.2996,95.40,-0.7238,0.8932,-0.4496
1.0983,1.0382,-0.0611,0.6469,1.2996,95.40,-0.6896,0.9066,-0.4220
1.0984,1.0737,-0.0611,0.6469,1.2996,95.40,-0.6546,0.9191,-0.3940
1.0985,1.1098,-0.0611,0.6469,1.2996,95.40,-0.6190,0.9308,-0.3656
1.0986,1.1465,-0.0611,0.6469,1.2996,95.40,-0.5828,0.9415,-0.3369
1.0987,1.1837,-0.0611,0.6469,1.2996,95.40,-0.5460,0.9514,-0.3078
1.0988,1.2214,-0.0611,0.6470,1.2997,95.40,-0.5087,0.9604,-0.2785
1.0989,1.2596,-0.0611,0.6470,1.2997,95.40,-0.4709,0.9700,-0.2430
1.0990,1.2983,-0.0611,0.6470,1.2997,95.40,-0.4326,0.9770,-0.2131
1.0991,1.3373,-0.0611,0.6470,1.2997,95.40,-0.3939,0.9831,-0.1830
1.0992,1.3767,-0.0611,0.6470,1.2997,95.40,-0.3548,0.9883,-0.1528
1.0993,1.4164,-0.0611,0.6470,1.2997,95.40,-0.3153,0.9925,-0.1224
1.0994,1.4564,-0.0611,0.6470,1.2998,95.40,-0.2755,0.9958,-0.0919
1.0995,1.4966,-0.0611,0.6470,1.2998,95.40,-0.2355,0.9981,-0.0613
1.0996,1.5371,-0.0611,0.6470,1.2998,95.40,-0.1952,0.9995,-0.0307
1.0997,1.5776,-0.0611,0.6470,1.2998,95.40,-0.1547,1.0000,0.0061
1.0998,1.6184,-0.0611,0.6470,1.2998,95.40,-0.1141,0.9993,0.0368
1.0999,1.6592,-0.0611,0.6470,1.2999,95.40,-0.0734,0.9977,0.0674
1.1000,1.7000,-0.0611,0.6471,1.2999,95.40,-0.0326,0.9952,0.0980
1.1001,1.7409,-0.0611,0.6471,1.2999,95.40,0.0083,0.9917,0.1285
1.1002,1.7816,-0.0611,0.6471,1.2999,95.40,0.0491,0.9873,0.1589
1.1003,1.8223,-0.0611,0.6471,1.2999,95.40,0.0899,0.9820,0.1891
1.1004,1.8629,-0.0611,0.6471,1.3000,95.40,0.1306,0.9757,0.2191
1.1005,1.9034,-0.0611,0.6471,1.3000,95.40,0.1712,0.9670,0.2549
1.1006,1.9436,-0.0611,0.6471,1.3000,95.40,0.2115,0.9587,0.2844
1.1007,1.9836,-0.0611,0.6471,1.3000,95.40,0.2518,0.9495,0.3137
1.1008,2.0233,-0.0611,0.6471,1.3001,95.40,0.2917,0.9395,0.3427
1.1009,2.0627,-0.0611,0.6472,1.3001,95.40,0.3314,0.9285,0.3713
1.1010,2.1017,-0.0611,0.6472,1.3001,95.40,0.3707,0.9167,0.3996
1.1011,2.1404,-0.0611,0.6472,1.3001,95.40,0.4096,0.9040,0.4276
1.1012,2.1786,-0.0612,0.6472,1.3002,95.40,0.4482,0.8904,0.4551
1.1013,2.2163,-0.0612,0.6472,1.3002,95.40,0.4863,0.8731,0.4876
1.1014,2.2535,-0.0612,0.6472,1.3002,95.40,0.5240,0.8577,0.5141
1.1015,2.2902,-0.0612,0.6472,1.3003,95.40,0.5611,0.8416,0.5402
1.1016,2.3263,-0.0612,0.6473,1.3003,95.40,0.5977,0.8246,0.5657
1.1017,2.3617,-0.0612,0.6473,1.3003,95.40,0.6336,0.8068,0.5908
1.1018,2.3966,-0.0612,0.6473,1.3003,95.40,0.6690,0.7883,0.6152
1.1019,2.4307,-0.0612,0.6473,1.3004,95.40,0.7037,0.7691,0.6391
1.1020,2.4641,-0.0612,0.6473,1.3004,95.40,0.7377,0.7491,0.6624
1.1021,2.4968,-0.0612,0.6473,1.3004,95.40,0.7710,0.7285,0.6851
1.1022,2.5287,-0.0612,0.6473,1.3004,95.41,0.8035,0.7028,0.7114
1.1023,2.5597,-0.0613,0.6473,1.3005,95.41,0.8353,0.6806,0.7327
1.1024,2.5899,-0.0613,0.6473,1.3005,95.41,0.8661,0.6578,0.7532
1.1025,2.6192,-0.0613,0.6474,1.3005,95.41,0.8962,0.6344,0.7730
1.1026,2.6476,-0.0613,0.6474,1.3005,95.41,0.9253,0.6104,0.7921
1.1027,2.6751,-0.0613,0.6474,1.3005,95.41,0.9536,0.5858,0.8105
1.1028,2.7017,-0.0613,0.6474,1.3006,95.41,0.9809,0.5607,0.8280
1.1029,2.7272,-0.0613,0.6474,1.3006,95.41,1.0073,0.5350,0.8449
1.1030,2.7517,-0.0614,0.6474,1.3006,95.41,1.0326,0.5035,0.8640
1.1031,2.7752,-0.0614,0.6474,1.3006,95.41,1.0569,0.4768,0.8790
1.1032,2.7976,-0.0614,0.6474,1.3006,95.42,1.0802,0.4496,0.8932
1.1033,2.8190,-0.0614,0.6474,1.3007,95.42,1.1025,0.4220,0.9066
1.1034,2.8392,-0.0614,0.6474,1.3007,95.42,1.1236,0.3940,0.9191
1.1035,2.8583,-0.0614,0.6474,1.3007,95.42,1.1436,0.3656,0.9308
1.1036,2.8763,-0.0614,0.6474,1.3007,95.42,1.1625,0.3369,0.9415
1.1037,2.8931,-0.0615,0.6475,1.3007,95.42,1.1803,0.3078,0.9514
1.1038,2.9087,-0.0615,0.6475,1.3007,95.42,1.1969,0.2726,0.9621
1.1039,2.9231,-0.0615,0.6475,1.3007,95.43,1.2123,0.2430,0.9700
1.1040,2.9364,-0.0615,0.6475,1.3008,95.43,1.2265,0.2131,0.9770
1.1041,2.9484,-0.0615,0.6475,1.3008,95.43,1.2395,0.1830,0.9831
1.1042,2.9592,-0.0616,0.6475,1.3008,95.43,1.2513,0.1528,0.9883
1.1043,2.9687,-0.0616,0.6475,1.3008,95.43,1.2618,0.1224,0.9925
1.1044,2.9770,-0.0616,0.6475,1.3008,95.43,1.2711,0.0919,0.9958
1.1045,2.9840,-0.0616,0.6475,1.3008,95.44,1.2792,0.0613,0.9981
1.1046,2.9897,-0.0616,0.6475,1.3008,95.44,1.2860,0.0245,0.9997
1.1047,2.9942,-0.0617,0.6475,1.3008,95.44,1.2915,-0.0061,1.0000
1.1048,2.9974,-0.0617,0.6475,1.3008,95.44,1.2957,-0.0368,0.9993
1.1049,2.9994,-0.0617,0.6475,1.3008,95.44,1.2987,-0.0674,0.9977
1.1050,3.0000,-0.0617,0.6475,1.3008,95.45,1.3004,-0.0980,0.9952
1.1051,2.9994,-0.0617,0.6475,1.3008,95.45,1.3008,-0.1285,0.9917
1.1052,2.9974,-0.0618,0.6475,1.3008,95.45,1.2999,-0.1589,0.9873
1.1053,2.9942,-0.0618,0.6475,1.3008,95.45,1.2978,-0.1891,0.9820
1.1054,2.9898,-0.0618,0.6475,1.3008,95.45,1.2943,-0.2191,0.9757
1.1055,2.9840,-0.0618,0.6475,1.3008,95.45,1.2896,-0.2549,0.9670
1.1056,2.9770,-0.0618,0.6474,1.3008,95.45,1.2836,-0.2844,0.9587
1.1057,2.9687,-0.0618,0.6474,1.3008,95.46,1.2763,-0.3137,0.9495
1.1058,2.9592,-0.0619,0.6474,1.3008,95.46,1.2678,-0.3427,0.9395
1.1059,2.9484,-0.0619,0.6474,1.3008,95.46,1.2581,-0.3713,0.9285
1.1060,2.9364,-0.0619,0.6474,1.3008,95.46,1.2471,-0.3996,0.9167
1.1061,2.9232,-0.0619,0.6474,1.3007,95.46,1.2348,-0.4276,0.9040
1.1062,2.9087,-0.0619,0.6474,1.3007,95.46,1.2214,-0.4551,0.8904
1.1063,2.8931,-0.0619,0.6474,1.3007,95.47,1.2067,-0.4876,0.8731
1.1064,2.8763,-0.0620,0.6474,1.3007,95.47,1.1909,-0.5141,0.8577
1.1065,2.8583,-0.0620,0.6474,1.3007,95.47,1.1738,-0.5402,0.8416
1.1066,2.8392,-0.0620,0.6474,1.3007,95.47,1.1556,-0.5657,0.8246
1.1067,2.8190,-0.0620,0.6474,1.3006,95.47,1.1363,-0.5908,0.8068
1.1068,2.7976,-0.0620,0.6474,1.3006,95.47,1.1159,-0.6152,0.7883
1.1069,2.7752,-0.0620,0.6473,1.3006,95.47,1.0944,-0.6391,0.7691
1.1070,2.7517,-0.0620,0.6473,1.3006,95.47,1.0717,-0.6624,0.7491
1.1071,2.7272,-0.0621,0.6473,1.3006,95.48,1.0480,-0.6895,0.7242
1.1072,2.7017,-0.0621,0.6473,1.3005,95.48,1.0233,-0.7114,0.7028
1.1073,2.6751,-0.0621,0.6473,1.3005,95.48,0.9976,-0.7327,0.6806
1.1074,2.6477,-0.0621,0.6473,1.3005,95.48,0.9709,-0.7532,0.6578
1.1075,2.6193,-0.0621,0.6473,1.3005,95.48,0.9433,-0.7730,0.6344
1.1076,2.5899,-0.0621,0.6473,1.3005,95.48,0.9146,-0.7921,0.6104
1.1077,2.5597,-0.0621,0.6472,1.3004,95.48,0.8851,-0.8105,0.5858
1.1078,2.5287,-0.0621,0.6472,1.3004,95.48,0.8548,-0.8280,0.5607
1.1079,2.4968,-0.0621,0.6472,1.3004,95.48,0.8236,-0.8481,0.5298
1.1080,2.4641,-0.0621,0.6472,1.3003,95.48,0.7915,-0.8640,0.5035
1.1081,2.4307,-0.0622,0.6472,1.3003,95.49,0.7587,-0.8790,0.4768
1.1082,2.3966,-0.0622,0.6472,1.3003,95.49,0.7252,-0.8932,0.4496
1.1083,2.3618,-0.0622,0.6472,1.3003,95.49,0.6909,-0.9066,0.4220
1.1084,2.3263,-0.0622,0.6471,1.3002,95.49,0.6560,-0.9191,0.3940
1.1085,2.2902,-0.0622,0.6471,1.3002,95.49,0.6204,-0.9308,0.3656
1.1086,2.2535,-0.0622,0.6471,1.3002,95.49,0.5842,-0.9415,0.3369
1.1087,2.2163,-0.0622,0.6471,1.3002,95.49,0.5474,-0.9514,0.3078
1.1088,2.1785,-0.0622,0.6471,1.3001,95.49,0.5100,-0.9621,0.2726
1.1089,2.1404,-0.0622,0.6471,1.3001,95.49,0.4723,-0.9700,0.2430
1.1090,2.1017,-0.0622,0.6471,1.3001,95.49,0.4340,-0.9770,0.2131
1.1091,2.0627,-0.0622,0.6471,1.3001,95.49,0.3952,-0.9831,0.1830
1.1092,2.0233,-0.0622,0.6470,1.3000,95.49,0.3561,-0.9883,0.1528
1.1093,1.9836,-0.0622,0.6470,1.3000,95.49,0.3167,-0.9925,0.1224
1.1094,1.9436,-0.0622,0.6470,1.3000,95.49,0.2769,-0.9958,0.0919
1.1095,1.9033,-0.0622,0.6470,1.3000,95.49,0.2368,-0.9981,0.0613
1.1096,1.8630,-0.0622,0.6470,1.2999,95.49,0.1966,-0.9997,0.0245
1.1097,1.8224,-0.0622,0.6470,1.2999,95.49,0.1561,-1.0000,-0.0061
1.1098,1.7816,-0.0622,0.6470,1.2999,95.49,0.1155,-0.9993,-0.0368
1.1099,1.7408,-0.0622,0.6470,1.2999,95.49,0.0748,-0.9977,-0.0674
1.1100,1.7000,-0.0622,0.6469,1.2999,95.49,0.0339,-0.9952,-0.0980
1.1101,1.6592,-0.0622,0.6469,1.2998,95.49,-0.0069,-0.9917,-0.1285
1.1102,1.6184,-0.0622,0.6469,1.2998,95.49,-0.0478,-0.9873,-0.1589
1.1103,1.5777,-0.0622,0.6469,1.2998,95.49,-0.0885,-0.9820,-0.1891
1.1104,1.5371,-0.0622,0.6469,1.2998,95.49,-0.1292,-0.9743,-0.2251
1.1105,1.4966,-0.0622,0.6469,1.2998,95.49,-0.1698,-0.9670,-0.2549
1.1106,1.4564,-0.0622,0.6469,1.2997,95.49,-0.2102,-0.9587,-0.2844
1.1107,1.4164,-0.0622,0.6469,1.2997,95.49,-0.2504,-0.9495,-0.3137
1.1108,1.3767,-0.0622,0.6469,1.2997,95.49,-0.2903,-0.9395,-0.3427
1.1109,1.3373,-0.0622,0.6469,1.2997,95.49,-0.3300,-0.9285,-0.3713
1.1110,1.2983,-0.0622,0.6469,1.2997,95.49,-0.3693,-0.9167,-0.3996
1.1111,1.2597,-0.0622,0.6469,1.2997,95.49,-0.4082,-0.9040,-0.4276
1.1112,1.2214,-0.0622,0.6468,1.2996,95.49,-0.4468,-0.8876,-0.4605
1.1113,1.1837,-0.0622,0.6468,1.2996,95.49,-0.4849,-0.8731,-0.4876
1.1114,1.1465,-0.0622,0.6468,1.2996,95.49,-0.5226,-0.8577,-0.5141
1.1115,1.1098,-0.0622,0.6468,1.2996,95.49,-0.5597,-0.8416,-0.5402
1.1116,1.0737,-0.0622,0.6468,1.2996,95.49,-0.5963,-0.8246,-0.5657
1.1117,1.0382,-0.0621,0.6468,1.2996,95.49,-0.6323,-0.8068,-0.5908
1.1118,1.0034,-0.0621,0.6468,1.2996,95.49,-0.6676,-0.7883,-0.6152
1.1119,0.9693,-0.0621,0.6468,1.2996,95.49,-0.7023,-0.7691,-0.6391
1.1120,0.9359,-0.0621,0.6468,1.2996,95.49,-0.7363,-0.7491,-0.6624
1.1121,0.9032,-0.0621,0.6468,1.2995,95.49,-0.7696,-0.7242,-0.6895
1.1122,0.8713,-0.0621,0.6468,1.2995,95.49,-0.8022,-0.7028,-0.7114
1.1123,0.8403,-0.0621,0.6468,1.2995,95.49,-0.8339,-0.6806,-0.7327
1.1124,0.8101,-0.0621,0.6468,1.2995,95.49,-0.8648,-0.6578,-0.7532
1.1125,0.7808,-0.0621,0.6468,1.2995,95.49,-0.8948,-0.6344,-0.7730
1.1126,0.7523,-0.0621,0.6468,1.2995,95.49,-0.9240,-0.6104,-0.7921
1.1127,0.7249,-0.0621,0.6468,1.2995,95.49,-0.9522,-0.5858,-0.8105
1.1128,0.6983,-0.0621,0.6468,1.2995,95.49,-0.9796,-0.5607,-0.8280
1.1129,0.6728,-0.0621,0.6468,1.2995,95.48,-1.0059,-0.5298,-0.8481
1.1130,0.6483,-0.0621,0.6468,1.2995,95.48,-1.0313,-0.5035,-0.8640
1.1131,0.6248,-0.0621,0.6468,1.2995,95.48,-1.0556,-0.4768,-0.8790
1.1132,0.6024,-0.0621,0.6468,1.2995,95.48,-1.0788,-0.4496,-0.8932
1.1133,0.5810,-0.0621,0.6468,1.2995,95.48,-1.1011,-0.4220,-0.9066
1.1134,0.5608,-0.0621,0.6468,1.2995,95.48,-1.1222,-0.3940,-0.9191
1.1135,0.5417,-0.0621,0.6468,1.2995,95.48,-1.1423,-0.3656,-0.9308
1.1136,0.5237,-0.0621,0.6468,1.2995,95.48,-1.1612,-0.3369,-0.9415
1.1137,0.5069,-0.0621,0.6468,1.2995,95.48,-1.1789,-0.3020,-0.9533
1.1138,0.4913,-0.0621,0.6468,1.2995,95.48,-1.1955,-0.2726,-0.9621
1.1139,0.4769,-0.0621,0.6468,1.2995,95.48,-1.2109,-0.2430,-0.9700
1.1140,0.4636,-0.0621,0.6468,1.2995,95.48,-1.2251,-0.2131,-0.9770
1.1141,0.4516,-0.0621,0.6468,1.2995,95.48,-1.2381,-0.1830,-0.9831
1.1142,0.4408,-0.0621,0.6468,1.2995,95.48,-1.2499,-0.1528,-0.9883
1.1143,0.4313,-0.0621,0.6468,1.2994,95.48,-1.2605,-0.1224,-0.9925
1.1144,0.4230,-0.0621,0.6468,1.2994,95.48,-1.2698,-0.0919,-0.9958
1.1145,0.4160,-0.0621,0.6468,1.2994,95.48,-1.2778,-0.0613,-0.9981
1.1146,0.4103,-0.0621,0.6468,1.2994,95.48,-1.2846,-0.0245,-0.9997
1.1147,0.4058,-0.0620,0.6468,1.2994,95.48,-1.2901,0.0061,-1.0000
1.1148,0.4026,-0.0620,0.6468,1.2994,95.48,-1.2944,0.0368,-0.9993
1.1149,0.4006,-0.0620,0.6468,1.2994,95.48,-1.2973,0.0674,-0.9977
1.1150,0.4000,-0.0620,0.6468,1.2994,95.48,-1.2990,0.0980,-0.9952
1.1151,0.4006,-0.0620,0.6468,1.2994,95.48,-1.2994,0.1285,-0.9917
1.1152,0.4026,-0.0620,0.6468,1.2994,95.48,-1.2985,0.1589,-0.9873
1.1153,0.4058,-0.0620,0.6468,1.2994,95.48,-1.2964,0.1891,-0.9820
1.1154,0.4102,-0.0620,0.6468,1.2994,95.48,-1.2929,0.2251,-0.9743
1.1155,0.4160,-0.0620,0.6468,1.2994,95.48,-1.2882,0.2549,-0.9670
1.1156,0.4230,-0.0620,0.6468,1.2994,95.48,-1.2822,0.2844,-0.9587
1.1157,0.4313,-0.0620,0.6468,1.2994,95.48,-1.2750,0.3137,-0.9495
1.1158,0.4408,-0.0620,0.6468,1.2995,95.48,-1.2665,0.3427,-0.9395
1.1159,0.4516,-0.0620,0.6468,1.2995,95.48,-1.2567,0.3713,-0.9285
1.1160,0.4636,-0.0620,0.6468,1.2995,95.48,-1.2457,0.3996,-0.9167
1.1161,0.4768,-0.0620,0.6468,1.2995,95.48,-1.2335,0.4276,-0.9040
1.1162,0.4913,-0.0620,0.6468,1.2995,95.48,-1.2200,0.4605,-0.8876
1.1163,0.5069,-0.0620,0.6468,1.2995,95.48,-1.2053,0.4876,-0.8731
